old_url,final_status,final_path,chain,ranked_keywords,top3_keywords,verdict
https://got-moles.com/mole-control-seattle/,200,https://project-pf8c6.vercel.app/mole-control-seattle,308 https://project-pf8c6.vercel.app/mole-control-seattle/ -> /mole-control-seattle | 200 https://project-pf8c6.vercel.app/mole-control-seattle,1,1,SAME URL (identical pattern on new site)
https://got-moles.com/mole-repellant-bellevue/,200,https://project-pf8c6.vercel.app/mole-control-bellevue,308 https://project-pf8c6.vercel.app/mole-repellant-bellevue/ -> /mole-repellant-bellevue | 308 https://project-pf8c6.vercel.app/mole-repellant-bellevue -> /mole-control-bellevue | 200 https://project-pf8c6.vercel.app/mole-control-bellevue,1,1,SAME URL (identical pattern on new site)
https://got-moles.com/mole-repellant-kent/,200,https://project-pf8c6.vercel.app/mole-control-kent,308 https://project-pf8c6.vercel.app/mole-repellant-kent/ -> /mole-repellant-kent | 308 https://project-pf8c6.vercel.app/mole-repellant-kent -> /mole-control-kent | 200 https://project-pf8c6.vercel.app/mole-control-kent,1,1,SAME URL (identical pattern on new site)
https://got-moles.com/mole-trapping-kent/,200,https://project-pf8c6.vercel.app/mole-control-kent,308 https://project-pf8c6.vercel.app/mole-trapping-kent/ -> /mole-trapping-kent | 308 https://project-pf8c6.vercel.app/mole-trapping-kent -> /mole-control-kent | 200 https://project-pf8c6.vercel.app/mole-control-kent,1,1,SAME URL (identical pattern on new site)
https://got-moles.com/steilacoom/,200,https://project-pf8c6.vercel.app/mole-control-steilacoom,308 https://project-pf8c6.vercel.app/steilacoom/ -> /steilacoom | 308 https://project-pf8c6.vercel.app/steilacoom -> /mole-control-steilacoom | 200 https://project-pf8c6.vercel.app/mole-control-steilacoom,1,1,SAME URL (identical pattern on new site)
https://got-moles.com/tumwater/,200,https://project-pf8c6.vercel.app/mole-control-tumwater,308 https://project-pf8c6.vercel.app/tumwater/ -> /tumwater | 308 https://project-pf8c6.vercel.app/tumwater -> /mole-control-tumwater | 200 https://project-pf8c6.vercel.app/mole-control-tumwater,1,1,SAME URL (identical pattern on new site)
https://got-moles.com/voles-vs-moles-whats-the-difference/,404,https://project-pf8c6.vercel.app/blog/voles-vs-moles-whats-the-difference,308 https://project-pf8c6.vercel.app/voles-vs-moles-whats-the-difference/ -> /voles-vs-moles-whats-the-difference | 308 https://project-pf8c6.vercel.app/voles-vs-moles-whats-the-difference -> /blog/voles-vs-moles-whats-the-difference | 404 https://project-pf8c6.vercel.app/blog/voles-vs-moles-whats-the-difference -> ,80,0,"GAP - no redirect, 404 on new site"
https://got-moles.com/do-moles-hibernate/,404,https://project-pf8c6.vercel.app/blog/do-moles-hibernate,308 https://project-pf8c6.vercel.app/do-moles-hibernate/ -> /do-moles-hibernate | 308 https://project-pf8c6.vercel.app/do-moles-hibernate -> /blog/do-moles-hibernate | 404 https://project-pf8c6.vercel.app/blog/do-moles-hibernate -> ,35,0,"GAP - no redirect, 404 on new site"
https://got-moles.com/des-moines/,200,https://project-pf8c6.vercel.app/mole-control-des-moines,308 https://project-pf8c6.vercel.app/des-moines/ -> /des-moines | 308 https://project-pf8c6.vercel.app/des-moines -> /mole-control-des-moines | 200 https://project-pf8c6.vercel.app/mole-control-des-moines,10,0,SAME URL (identical pattern on new site)
https://got-moles.com/how-to-get-rid-of-ground-moles-with-vinegar/,404,https://project-pf8c6.vercel.app/blog/how-to-get-rid-of-ground-moles-with-vinegar,308 https://project-pf8c6.vercel.app/how-to-get-rid-of-ground-moles-with-vinegar/ -> /how-to-get-rid-of-ground-moles-with-vinegar | 308 https://project-pf8c6.vercel.app/how-to-get-rid-of-ground-moles-with-vinegar -> /blog/how-to-get-rid-of-ground-moles-with-vinegar | 404 https://project-pf8c6.vercel.app/blog/how-to-get-rid-of-ground-moles-with-vinegar -> ,9,0,"GAP - no redirect, 404 on new site"
https://got-moles.com/puyallup-mole-extermination/,404,https://project-pf8c6.vercel.app/puyallup-mole-extermination,308 https://project-pf8c6.vercel.app/puyallup-mole-extermination/ -> /puyallup-mole-extermination | 404 https://project-pf8c6.vercel.app/puyallup-mole-extermination -> ,6,0,"GAP - no redirect, 404 on new site"
https://got-moles.com/blog/,200,https://project-pf8c6.vercel.app/blog,308 https://project-pf8c6.vercel.app/blog/ -> /blog | 200 https://project-pf8c6.vercel.app/blog,5,0,SAME URL (identical pattern on new site)
https://got-moles.com/how-to-get-rid-of-moles-in-your-yard/,404,https://project-pf8c6.vercel.app/blog/how-to-get-rid-of-moles-in-your-yard,308 https://project-pf8c6.vercel.app/how-to-get-rid-of-moles-in-your-yard/ -> /how-to-get-rid-of-moles-in-your-yard | 308 https://project-pf8c6.vercel.app/how-to-get-rid-of-moles-in-your-yard -> /blog/how-to-get-rid-of-moles-in-your-yard | 404 https://project-pf8c6.vercel.app/blog/how-to-get-rid-of-moles-in-your-yard -> ,3,0,"GAP - no redirect, 404 on new site"
https://got-moles.com/mole-trapping-seattle/,200,https://project-pf8c6.vercel.app/mole-control-seattle,308 https://project-pf8c6.vercel.app/mole-trapping-seattle/ -> /mole-trapping-seattle | 308 https://project-pf8c6.vercel.app/mole-trapping-seattle -> /mole-control-seattle | 200 https://project-pf8c6.vercel.app/mole-control-seattle,3,0,SAME URL (identical pattern on new site)
https://got-moles.com/what-do-mole-holes-look-like/,404,https://project-pf8c6.vercel.app/blog/what-do-mole-holes-look-like,308 https://project-pf8c6.vercel.app/what-do-mole-holes-look-like/ -> /what-do-mole-holes-look-like | 308 https://project-pf8c6.vercel.app/what-do-mole-holes-look-like -> /blog/what-do-mole-holes-look-like | 404 https://project-pf8c6.vercel.app/blog/what-do-mole-holes-look-like -> ,3,0,"GAP - no redirect, 404 on new site"
https://got-moles.com/federal-way/,200,https://project-pf8c6.vercel.app/mole-control-federal-way,308 https://project-pf8c6.vercel.app/federal-way/ -> /federal-way | 308 https://project-pf8c6.vercel.app/federal-way -> /mole-control-federal-way | 200 https://project-pf8c6.vercel.app/mole-control-federal-way,2,0,SAME URL (identical pattern on new site)
https://got-moles.com/mole-exterminators-seattle/,200,https://project-pf8c6.vercel.app/mole-control-seattle,308 https://project-pf8c6.vercel.app/mole-exterminators-seattle/ -> /mole-exterminators-seattle | 308 https://project-pf8c6.vercel.app/mole-exterminators-seattle -> /mole-control-seattle | 200 https://project-pf8c6.vercel.app/mole-control-seattle,2,0,SAME URL (identical pattern on new site)
https://got-moles.com/gig-harbor-mole-control/,200,https://project-pf8c6.vercel.app/mole-control-gig-harbor,308 https://project-pf8c6.vercel.app/gig-harbor-mole-control/ -> /gig-harbor-mole-control | 308 https://project-pf8c6.vercel.app/gig-harbor-mole-control -> /mole-control-gig-harbor | 200 https://project-pf8c6.vercel.app/mole-control-gig-harbor,1,0,SAME URL (identical pattern on new site)
https://got-moles.com/is-a-mole-a-rodent/,404,https://project-pf8c6.vercel.app/blog/is-a-mole-a-rodent,308 https://project-pf8c6.vercel.app/is-a-mole-a-rodent/ -> /is-a-mole-a-rodent | 308 https://project-pf8c6.vercel.app/is-a-mole-a-rodent -> /blog/is-a-mole-a-rodent | 404 https://project-pf8c6.vercel.app/blog/is-a-mole-a-rodent -> ,1,0,"GAP - no redirect, 404 on new site"
https://got-moles.com/mole-control-bothell/,200,https://project-pf8c6.vercel.app/mole-control-bothell,308 https://project-pf8c6.vercel.app/mole-control-bothell/ -> /mole-control-bothell | 200 https://project-pf8c6.vercel.app/mole-control-bothell,1,0,SAME URL (identical pattern on new site)
https://got-moles.com/mole-control-newcastle/,200,https://project-pf8c6.vercel.app/mole-control-newcastle,308 https://project-pf8c6.vercel.app/mole-control-newcastle/ -> /mole-control-newcastle | 200 https://project-pf8c6.vercel.app/mole-control-newcastle,1,0,SAME URL (identical pattern on new site)
https://got-moles.com/mole-repellant/,200,https://project-pf8c6.vercel.app/faq,308 https://project-pf8c6.vercel.app/mole-repellant/ -> /mole-repellant | 308 https://project-pf8c6.vercel.app/mole-repellant -> /faq | 200 https://project-pf8c6.vercel.app/faq,1,0,SAME URL (identical pattern on new site)
https://got-moles.com/mole-trapping-auburn/,200,https://project-pf8c6.vercel.app/mole-control-auburn,308 https://project-pf8c6.vercel.app/mole-trapping-auburn/ -> /mole-trapping-auburn | 308 https://project-pf8c6.vercel.app/mole-trapping-auburn -> /mole-control-auburn | 200 https://project-pf8c6.vercel.app/mole-control-auburn,1,0,SAME URL (identical pattern on new site)
https://got-moles.com/?page_id=192,200,https://project-pf8c6.vercel.app/?page_id=192,200 https://project-pf8c6.vercel.app/?page_id=192,0,0,SAME URL (identical pattern on new site)
https://got-moles.com/about-us/,200,https://project-pf8c6.vercel.app/about,308 https://project-pf8c6.vercel.app/about-us/ -> /about-us | 308 https://project-pf8c6.vercel.app/about-us -> /about | 200 https://project-pf8c6.vercel.app/about,0,0,SAME URL (identical pattern on new site)
https://got-moles.com/algona/,404,https://project-pf8c6.vercel.app/algona,308 https://project-pf8c6.vercel.app/algona/ -> /algona | 404 https://project-pf8c6.vercel.app/algona -> ,0,0,"GAP - no redirect, 404 on new site"
https://got-moles.com/are-moles-poisonous-or-venomous/,404,https://project-pf8c6.vercel.app/are-moles-poisonous-or-venomous,308 https://project-pf8c6.vercel.app/are-moles-poisonous-or-venomous/ -> /are-moles-poisonous-or-venomous | 404 https://project-pf8c6.vercel.app/are-moles-poisonous-or-venomous -> ,0,0,"GAP - no redirect, 404 on new site"
https://got-moles.com/are-moles-venomous/,404,https://project-pf8c6.vercel.app/blog/are-moles-venomous,308 https://project-pf8c6.vercel.app/are-moles-venomous/ -> /are-moles-venomous | 308 https://project-pf8c6.vercel.app/are-moles-venomous -> /blog/are-moles-venomous | 404 https://project-pf8c6.vercel.app/blog/are-moles-venomous -> ,0,0,"GAP - no redirect, 404 on new site"
https://got-moles.com/auburn-mole-exterminator,404,https://project-pf8c6.vercel.app/auburn-mole-exterminator,404 https://project-pf8c6.vercel.app/auburn-mole-exterminator -> ,0,0,"GAP - no redirect, 404 on new site"
https://got-moles.com/auburn/,200,https://project-pf8c6.vercel.app/mole-control-auburn,308 https://project-pf8c6.vercel.app/auburn/ -> /auburn | 308 https://project-pf8c6.vercel.app/auburn -> /mole-control-auburn | 200 https://project-pf8c6.vercel.app/mole-control-auburn,0,0,SAME URL (identical pattern on new site)
https://got-moles.com/bellevue-mole-extermination,404,https://project-pf8c6.vercel.app/bellevue-mole-extermination,404 https://project-pf8c6.vercel.app/bellevue-mole-extermination -> ,0,0,"GAP - no redirect, 404 on new site"
https://got-moles.com/bellevue-mole-removal,200,https://project-pf8c6.vercel.app/mole-control-bellevue,308 https://project-pf8c6.vercel.app/bellevue-mole-removal -> /mole-control-bellevue | 200 https://project-pf8c6.vercel.app/mole-control-bellevue,0,0,SAME URL (identical pattern on new site)
https://got-moles.com/black-diamond/,200,https://project-pf8c6.vercel.app/mole-control-black-diamond,308 https://project-pf8c6.vercel.app/black-diamond/ -> /black-diamond | 308 https://project-pf8c6.vercel.app/black-diamond -> /mole-control-black-diamond | 200 https://project-pf8c6.vercel.app/mole-control-black-diamond,0,0,SAME URL (identical pattern on new site)
https://got-moles.com/bonney-lake/,200,https://project-pf8c6.vercel.app/mole-control-bonney-lake,308 https://project-pf8c6.vercel.app/bonney-lake/ -> /bonney-lake | 308 https://project-pf8c6.vercel.app/bonney-lake -> /mole-control-bonney-lake | 200 https://project-pf8c6.vercel.app/mole-control-bonney-lake,0,0,SAME URL (identical pattern on new site)
https://got-moles.com/bothell-mole-extermination,404,https://project-pf8c6.vercel.app/bothell-mole-extermination,404 https://project-pf8c6.vercel.app/bothell-mole-extermination -> ,0,0,"GAP - no redirect, 404 on new site"
https://got-moles.com/buckley-mole-exterminator,404,https://project-pf8c6.vercel.app/buckley-mole-exterminator,404 https://project-pf8c6.vercel.app/buckley-mole-exterminator -> ,0,0,"GAP - no redirect, 404 on new site"
https://got-moles.com/burien/,200,https://project-pf8c6.vercel.app/mole-control-burien,308 https://project-pf8c6.vercel.app/burien/ -> /burien | 308 https://project-pf8c6.vercel.app/burien -> /mole-control-burien | 200 https://project-pf8c6.vercel.app/mole-control-burien,0,0,SAME URL (identical pattern on new site)
https://got-moles.com/can-moles-swim/,404,https://project-pf8c6.vercel.app/blog/can-moles-swim,308 https://project-pf8c6.vercel.app/can-moles-swim/ -> /can-moles-swim | 308 https://project-pf8c6.vercel.app/can-moles-swim -> /blog/can-moles-swim | 404 https://project-pf8c6.vercel.app/blog/can-moles-swim -> ,0,0,"GAP - no redirect, 404 on new site"
https://got-moles.com/centralia/,404,https://project-pf8c6.vercel.app/centralia,308 https://project-pf8c6.vercel.app/centralia/ -> /centralia | 404 https://project-pf8c6.vercel.app/centralia -> ,0,0,"GAP - no redirect, 404 on new site"
https://got-moles.com/cities-served/,200,https://project-pf8c6.vercel.app/service-areas,308 https://project-pf8c6.vercel.app/cities-served/ -> /cities-served | 308 https://project-pf8c6.vercel.app/cities-served -> /service-areas | 200 https://project-pf8c6.vercel.app/service-areas,0,0,SAME URL (identical pattern on new site)
https://got-moles.com/city/algona/,404,https://project-pf8c6.vercel.app/city/algona,308 https://project-pf8c6.vercel.app/city/algona/ -> /city/algona | 404 https://project-pf8c6.vercel.app/city/algona -> ,0,0,"GAP - no redirect, 404 on new site"
https://got-moles.com/city/auburn/,200,https://project-pf8c6.vercel.app/mole-control-auburn,308 https://project-pf8c6.vercel.app/city/auburn/ -> /city/auburn | 308 https://project-pf8c6.vercel.app/city/auburn -> /mole-control-auburn | 200 https://project-pf8c6.vercel.app/mole-control-auburn,0,0,SAME URL (identical pattern on new site)
https://got-moles.com/city/bellevue/,200,https://project-pf8c6.vercel.app/mole-control-bellevue,308 https://project-pf8c6.vercel.app/city/bellevue/ -> /city/bellevue | 308 https://project-pf8c6.vercel.app/city/bellevue -> /mole-control-bellevue | 200 https://project-pf8c6.vercel.app/mole-control-bellevue,0,0,SAME URL (identical pattern on new site)
https://got-moles.com/city/black-diamond/,200,https://project-pf8c6.vercel.app/mole-control-black-diamond,308 https://project-pf8c6.vercel.app/city/black-diamond/ -> /city/black-diamond | 308 https://project-pf8c6.vercel.app/city/black-diamond -> /mole-control-black-diamond | 200 https://project-pf8c6.vercel.app/mole-control-black-diamond,0,0,SAME URL (identical pattern on new site)
https://got-moles.com/city/bonney-lake/,200,https://project-pf8c6.vercel.app/mole-control-bonney-lake,308 https://project-pf8c6.vercel.app/city/bonney-lake/ -> /city/bonney-lake | 308 https://project-pf8c6.vercel.app/city/bonney-lake -> /mole-control-bonney-lake | 200 https://project-pf8c6.vercel.app/mole-control-bonney-lake,0,0,SAME URL (identical pattern on new site)
https://got-moles.com/city/bothell/,200,https://project-pf8c6.vercel.app/mole-control-bothell,308 https://project-pf8c6.vercel.app/city/bothell/ -> /city/bothell | 308 https://project-pf8c6.vercel.app/city/bothell -> /mole-control-bothell | 200 https://project-pf8c6.vercel.app/mole-control-bothell,0,0,SAME URL (identical pattern on new site)
https://got-moles.com/city/buckley/,200,https://project-pf8c6.vercel.app/mole-control-buckley,308 https://project-pf8c6.vercel.app/city/buckley/ -> /city/buckley | 308 https://project-pf8c6.vercel.app/city/buckley -> /mole-control-buckley | 200 https://project-pf8c6.vercel.app/mole-control-buckley,0,0,SAME URL (identical pattern on new site)
https://got-moles.com/city/burien/,200,https://project-pf8c6.vercel.app/mole-control-burien,308 https://project-pf8c6.vercel.app/city/burien/ -> /city/burien | 308 https://project-pf8c6.vercel.app/city/burien -> /mole-control-burien | 200 https://project-pf8c6.vercel.app/mole-control-burien,0,0,SAME URL (identical pattern on new site)
https://got-moles.com/city/centralia/,404,https://project-pf8c6.vercel.app/city/centralia,308 https://project-pf8c6.vercel.app/city/centralia/ -> /city/centralia | 404 https://project-pf8c6.vercel.app/city/centralia -> ,0,0,"GAP - no redirect, 404 on new site"
https://got-moles.com/city/clyde-hill/,404,https://project-pf8c6.vercel.app/city/clyde-hill,308 https://project-pf8c6.vercel.app/city/clyde-hill/ -> /city/clyde-hill | 404 https://project-pf8c6.vercel.app/city/clyde-hill -> ,0,0,"GAP - no redirect, 404 on new site"
https://got-moles.com/city/covington/,200,https://project-pf8c6.vercel.app/mole-control-covington,308 https://project-pf8c6.vercel.app/city/covington/ -> /city/covington | 308 https://project-pf8c6.vercel.app/city/covington -> /mole-control-covington | 200 https://project-pf8c6.vercel.app/mole-control-covington,0,0,SAME URL (identical pattern on new site)
https://got-moles.com/city/des-moines/,200,https://project-pf8c6.vercel.app/mole-control-des-moines,308 https://project-pf8c6.vercel.app/city/des-moines/ -> /city/des-moines | 308 https://project-pf8c6.vercel.app/city/des-moines -> /mole-control-des-moines | 200 https://project-pf8c6.vercel.app/mole-control-des-moines,0,0,SAME URL (identical pattern on new site)
https://got-moles.com/city/dupont/,200,https://project-pf8c6.vercel.app/mole-control-dupont,308 https://project-pf8c6.vercel.app/city/dupont/ -> /city/dupont | 308 https://project-pf8c6.vercel.app/city/dupont -> /mole-control-dupont | 200 https://project-pf8c6.vercel.app/mole-control-dupont,0,0,SAME URL (identical pattern on new site)
https://got-moles.com/city/duvall/,200,https://project-pf8c6.vercel.app/mole-control-duvall,308 https://project-pf8c6.vercel.app/city/duvall/ -> /city/duvall | 308 https://project-pf8c6.vercel.app/city/duvall -> /mole-control-duvall | 200 https://project-pf8c6.vercel.app/mole-control-duvall,0,0,SAME URL (identical pattern on new site)
https://got-moles.com/city/eatonville/,404,https://project-pf8c6.vercel.app/city/eatonville,308 https://project-pf8c6.vercel.app/city/eatonville/ -> /city/eatonville | 404 https://project-pf8c6.vercel.app/city/eatonville -> ,0,0,"GAP - no redirect, 404 on new site"
https://got-moles.com/city/edgewood/,200,https://project-pf8c6.vercel.app/mole-control-edgewood,308 https://project-pf8c6.vercel.app/city/edgewood/ -> /city/edgewood | 308 https://project-pf8c6.vercel.app/city/edgewood -> /mole-control-edgewood | 200 https://project-pf8c6.vercel.app/mole-control-edgewood,0,0,SAME URL (identical pattern on new site)
https://got-moles.com/city/edmonds/,200,https://project-pf8c6.vercel.app/mole-control-edmonds,308 https://project-pf8c6.vercel.app/city/edmonds/ -> /city/edmonds | 308 https://project-pf8c6.vercel.app/city/edmonds -> /mole-control-edmonds | 200 https://project-pf8c6.vercel.app/mole-control-edmonds,0,0,SAME URL (identical pattern on new site)
https://got-moles.com/city/enumclaw/,200,https://project-pf8c6.vercel.app/mole-control-enumclaw,308 https://project-pf8c6.vercel.app/city/enumclaw/ -> /city/enumclaw | 308 https://project-pf8c6.vercel.app/city/enumclaw -> /mole-control-enumclaw | 200 https://project-pf8c6.vercel.app/mole-control-enumclaw,0,0,SAME URL (identical pattern on new site)
https://got-moles.com/city/fairfax/,404,https://project-pf8c6.vercel.app/city/fairfax,308 https://project-pf8c6.vercel.app/city/fairfax/ -> /city/fairfax | 404 https://project-pf8c6.vercel.app/city/fairfax -> ,0,0,"GAP - no redirect, 404 on new site"
https://got-moles.com/city/fairwood/,404,https://project-pf8c6.vercel.app/city/fairwood,308 https://project-pf8c6.vercel.app/city/fairwood/ -> /city/fairwood | 404 https://project-pf8c6.vercel.app/city/fairwood -> ,0,0,"GAP - no redirect, 404 on new site"
https://got-moles.com/city/federal-way/,200,https://project-pf8c6.vercel.app/mole-control-federal-way,308 https://project-pf8c6.vercel.app/city/federal-way/ -> /city/federal-way | 308 https://project-pf8c6.vercel.app/city/federal-way -> /mole-control-federal-way | 200 https://project-pf8c6.vercel.app/mole-control-federal-way,0,0,SAME URL (identical pattern on new site)
https://got-moles.com/city/fife/,404,https://project-pf8c6.vercel.app/city/fife,308 https://project-pf8c6.vercel.app/city/fife/ -> /city/fife | 404 https://project-pf8c6.vercel.app/city/fife -> ,0,0,"GAP - no redirect, 404 on new site"
https://got-moles.com/city/fircrest/,200,https://project-pf8c6.vercel.app/mole-control-fircrest,308 https://project-pf8c6.vercel.app/city/fircrest/ -> /city/fircrest | 308 https://project-pf8c6.vercel.app/city/fircrest -> /mole-control-fircrest | 200 https://project-pf8c6.vercel.app/mole-control-fircrest,0,0,SAME URL (identical pattern on new site)
https://got-moles.com/city/gig-harbor/,200,https://project-pf8c6.vercel.app/mole-control-gig-harbor,308 https://project-pf8c6.vercel.app/city/gig-harbor/ -> /city/gig-harbor | 308 https://project-pf8c6.vercel.app/city/gig-harbor -> /mole-control-gig-harbor | 200 https://project-pf8c6.vercel.app/mole-control-gig-harbor,0,0,SAME URL (identical pattern on new site)
https://got-moles.com/city/graham/,200,https://project-pf8c6.vercel.app/mole-control-graham,308 https://project-pf8c6.vercel.app/city/graham/ -> /city/graham | 308 https://project-pf8c6.vercel.app/city/graham -> /mole-control-graham | 200 https://project-pf8c6.vercel.app/mole-control-graham,0,0,SAME URL (identical pattern on new site)
https://got-moles.com/city/green-river/,404,https://project-pf8c6.vercel.app/city/green-river,308 https://project-pf8c6.vercel.app/city/green-river/ -> /city/green-river | 404 https://project-pf8c6.vercel.app/city/green-river -> ,0,0,"GAP - no redirect, 404 on new site"
https://got-moles.com/city/issaquah/,200,https://project-pf8c6.vercel.app/mole-control-issaquah,308 https://project-pf8c6.vercel.app/city/issaquah/ -> /city/issaquah | 308 https://project-pf8c6.vercel.app/city/issaquah -> /mole-control-issaquah | 200 https://project-pf8c6.vercel.app/mole-control-issaquah,0,0,SAME URL (identical pattern on new site)
https://got-moles.com/city/kenmore/,200,https://project-pf8c6.vercel.app/mole-control-kenmore,308 https://project-pf8c6.vercel.app/city/kenmore/ -> /city/kenmore | 308 https://project-pf8c6.vercel.app/city/kenmore -> /mole-control-kenmore | 200 https://project-pf8c6.vercel.app/mole-control-kenmore,0,0,SAME URL (identical pattern on new site)
https://got-moles.com/city/kent/,200,https://project-pf8c6.vercel.app/mole-control-kent,308 https://project-pf8c6.vercel.app/city/kent/ -> /city/kent | 308 https://project-pf8c6.vercel.app/city/kent -> /mole-control-kent | 200 https://project-pf8c6.vercel.app/mole-control-kent,0,0,SAME URL (identical pattern on new site)
https://got-moles.com/city/king-county/,404,https://project-pf8c6.vercel.app/city/king-county,308 https://project-pf8c6.vercel.app/city/king-county/ -> /city/king-county | 404 https://project-pf8c6.vercel.app/city/king-county -> ,0,0,"GAP - no redirect, 404 on new site"
https://got-moles.com/city/kirkland/,200,https://project-pf8c6.vercel.app/mole-control-kirkland,308 https://project-pf8c6.vercel.app/city/kirkland/ -> /city/kirkland | 308 https://project-pf8c6.vercel.app/city/kirkland -> /mole-control-kirkland | 200 https://project-pf8c6.vercel.app/mole-control-kirkland,0,0,SAME URL (identical pattern on new site)
https://got-moles.com/city/lacey/,200,https://project-pf8c6.vercel.app/mole-control-lacey,308 https://project-pf8c6.vercel.app/city/lacey/ -> /city/lacey | 308 https://project-pf8c6.vercel.app/city/lacey -> /mole-control-lacey | 200 https://project-pf8c6.vercel.app/mole-control-lacey,0,0,SAME URL (identical pattern on new site)
https://got-moles.com/city/lake-city/,404,https://project-pf8c6.vercel.app/city/lake-city,308 https://project-pf8c6.vercel.app/city/lake-city/ -> /city/lake-city | 404 https://project-pf8c6.vercel.app/city/lake-city -> ,0,0,"GAP - no redirect, 404 on new site"
https://got-moles.com/city/lake-stevens/,200,https://project-pf8c6.vercel.app/mole-control-lake-stevens,308 https://project-pf8c6.vercel.app/city/lake-stevens/ -> /city/lake-stevens | 308 https://project-pf8c6.vercel.app/city/lake-stevens -> /mole-control-lake-stevens | 200 https://project-pf8c6.vercel.app/mole-control-lake-stevens,0,0,SAME URL (identical pattern on new site)
https://got-moles.com/city/lake-tapps/,404,https://project-pf8c6.vercel.app/city/lake-tapps,308 https://project-pf8c6.vercel.app/city/lake-tapps/ -> /city/lake-tapps | 404 https://project-pf8c6.vercel.app/city/lake-tapps -> ,0,0,"GAP - no redirect, 404 on new site"
https://got-moles.com/city/lakewood/,200,https://project-pf8c6.vercel.app/mole-control-lakewood,308 https://project-pf8c6.vercel.app/city/lakewood/ -> /city/lakewood | 308 https://project-pf8c6.vercel.app/city/lakewood -> /mole-control-lakewood | 200 https://project-pf8c6.vercel.app/mole-control-lakewood,0,0,SAME URL (identical pattern on new site)
https://got-moles.com/city/lewis-county/,404,https://project-pf8c6.vercel.app/city/lewis-county,308 https://project-pf8c6.vercel.app/city/lewis-county/ -> /city/lewis-county | 404 https://project-pf8c6.vercel.app/city/lewis-county -> ,0,0,"GAP - no redirect, 404 on new site"
https://got-moles.com/city/lynnwood/,200,https://project-pf8c6.vercel.app/mole-control-lynnwood,308 https://project-pf8c6.vercel.app/city/lynnwood/ -> /city/lynnwood | 308 https://project-pf8c6.vercel.app/city/lynnwood -> /mole-control-lynnwood | 200 https://project-pf8c6.vercel.app/mole-control-lynnwood,0,0,SAME URL (identical pattern on new site)
https://got-moles.com/city/maple-valley/,200,https://project-pf8c6.vercel.app/mole-control-maple-valley,308 https://project-pf8c6.vercel.app/city/maple-valley/ -> /city/maple-valley | 308 https://project-pf8c6.vercel.app/city/maple-valley -> /mole-control-maple-valley | 200 https://project-pf8c6.vercel.app/mole-control-maple-valley,0,0,SAME URL (identical pattern on new site)
https://got-moles.com/city/medina/,404,https://project-pf8c6.vercel.app/city/medina,308 https://project-pf8c6.vercel.app/city/medina/ -> /city/medina | 404 https://project-pf8c6.vercel.app/city/medina -> ,0,0,"GAP - no redirect, 404 on new site"
https://got-moles.com/city/mercer-island/,200,https://project-pf8c6.vercel.app/mole-control-mercer-island,308 https://project-pf8c6.vercel.app/city/mercer-island/ -> /city/mercer-island | 308 https://project-pf8c6.vercel.app/city/mercer-island -> /mole-control-mercer-island | 200 https://project-pf8c6.vercel.app/mole-control-mercer-island,0,0,SAME URL (identical pattern on new site)
https://got-moles.com/city/mill-creek/,200,https://project-pf8c6.vercel.app/mole-control-mill-creek,308 https://project-pf8c6.vercel.app/city/mill-creek/ -> /city/mill-creek | 308 https://project-pf8c6.vercel.app/city/mill-creek -> /mole-control-mill-creek | 200 https://project-pf8c6.vercel.app/mole-control-mill-creek,0,0,SAME URL (identical pattern on new site)
https://got-moles.com/city/mukilteo/,200,https://project-pf8c6.vercel.app/mole-control-mukilteo,308 https://project-pf8c6.vercel.app/city/mukilteo/ -> /city/mukilteo | 308 https://project-pf8c6.vercel.app/city/mukilteo -> /mole-control-mukilteo | 200 https://project-pf8c6.vercel.app/mole-control-mukilteo,0,0,SAME URL (identical pattern on new site)
https://got-moles.com/city/newcastle/,200,https://project-pf8c6.vercel.app/mole-control-newcastle,308 https://project-pf8c6.vercel.app/city/newcastle/ -> /city/newcastle | 308 https://project-pf8c6.vercel.app/city/newcastle -> /mole-control-newcastle | 200 https://project-pf8c6.vercel.app/mole-control-newcastle,0,0,SAME URL (identical pattern on new site)
https://got-moles.com/city/north-bend/,200,https://project-pf8c6.vercel.app/mole-control-north-bend,308 https://project-pf8c6.vercel.app/city/north-bend/ -> /city/north-bend | 308 https://project-pf8c6.vercel.app/city/north-bend -> /mole-control-north-bend | 200 https://project-pf8c6.vercel.app/mole-control-north-bend,0,0,SAME URL (identical pattern on new site)
https://got-moles.com/city/olympia/,200,https://project-pf8c6.vercel.app/mole-control-olympia,308 https://project-pf8c6.vercel.app/city/olympia/ -> /city/olympia | 308 https://project-pf8c6.vercel.app/city/olympia -> /mole-control-olympia | 200 https://project-pf8c6.vercel.app/mole-control-olympia,0,0,SAME URL (identical pattern on new site)
https://got-moles.com/city/orting/,200,https://project-pf8c6.vercel.app/mole-control-orting,308 https://project-pf8c6.vercel.app/city/orting/ -> /city/orting | 308 https://project-pf8c6.vercel.app/city/orting -> /mole-control-orting | 200 https://project-pf8c6.vercel.app/mole-control-orting,0,0,SAME URL (identical pattern on new site)
